jcat,piece,type,inclination,reentry_date,dry_mass
S60421,2024-142C,R2          ,53.01,2024-08-23T21:17:00Z,    250 
S60451,2024-145B,R3          ,51.65,2024-08-17T03:00:00Z,   2350 
S60467,2024-148K,R3          ,35.01,2024-12-20T03:27:00Z,   1000 
S60751,2024-153G,R4          ,97.64,2024-12-23T03:58:00Z,    150 
S60752,2024-153H,C  A    ?   ,97.37,2024-12-31T00:00:00Z,     50 
S61044,2024-162B,R3          ,51.65,2024-09-13T11:20:00Z,   2350 
S61073,2024-161B,C  A T-     ,51.65,2024-09-29T21:10:00Z,   2300 
S61225,2024-172F,R2          ,98.02,2024-10-02T10:15:00Z,    250 
S61263,2024-174F,R4          ,97.45,2024-12-26T04:30:00Z,    500 
S61445,2024-177B,R2          ,41.6,2024-11-10T16:40:00Z,   4006 
S61505,2024-177C,C  A        ,41.6,2024-10-19T00:00:00Z,   2000 
S61573,2024-042B,C  A T      ,52.1,2024-11-06T02:18:00Z,   2300 
S61620,2024-190D,R2          ,35.01,2024-11-21T07:30:00Z,   3800 
S61686,2024-194D,R2          ,41.47,2024-11-07T23:40:00Z,   5500 
S61792,2024-201A,R3          ,97.94,2024-12-03T00:00:00Z,     50 
S61794,2024-201C,R2          ,97.92,2024-11-24T01:14:00Z,    250 
S61984,2024-211B,R2          ,41.47,2024-11-24T13:42:00Z,   6000 
S62031,2024-215B,R3          ,51.64,2024-11-23T11:58:00Z,   2350 
S62087,2024-219G,R3          ,97.96,2024-12-07T20:49:00Z,    250 
S62113,2024-221C,R2          ,49.93,2024-12-24T10:50:00Z,   5000 
S62191,2024-228B,R4          ,46.11,2024-12-05T16:19:00Z,     50 
S62408,2024-248C,R2          ,97.54,2024-12-29T21:35:00Z,    250 
